,Rank,sample_id,factor,cell_line,cell_type,tissue,DNase_p_value,ChIP-seq_p_value,H3K27ac_p_value,summary_p_value
189,190,41412,ERCC2,HT1080,None,Connective Tissue,5.641391235483815e-20,4.8008657224331814e-20,3.3338640476157965e-19,7.219309133826901e-20
190,191,46356,RXRA,SK-N-SH,Neuroblastoma cell,Brain,5.2642904248505725e-15,2.437564037300456e-20,3.640438883606886e-12,7.312658559775191e-20
191,192,50877,SPI1,None,None,None,1.2308709266241531e-13,2.4529958005604303e-20,1.153980723476768e-11,7.358985919285881e-20
192,193,39460,FOXM1,MDA-MB-231,Epithelium,Breast,1.4875489777831583e-16,2.5082972864869618e-20,2.491439969682658e-15,7.523547553450283e-20
193,194,45744,JUN,HeLa-S3,Epithelium,Cervix,1.8228405339013828e-14,2.5127576182877652e-20,3.978531285417387e-11,7.538262473675108e-20
194,195,33137,FOXA1,MCF-7,Epithelium,Breast,5.096140569089753e-12,2.535776165191313e-20,1.0477437045073709e-08,7.607328457702751e-20
195,196,58315,MED1,LNCaP-abl,Epithelium,Prostate,2.1402735259267476e-17,2.5614043512735438e-20,8.127205055139241e-16,7.674786256773892e-20
196,197,39443,FOXM1,MCF-7,Epithelium,Breast,3.914549388931218e-15,2.7783632779001373e-20,1.005280407898472e-12,8.335031381707982e-20
197,198,6567,FOXA1,MCF-7,Epithelium,Breast,2.1224955562476033e-13,2.954571894560989e-20,2.0903732685576015e-10,8.863714448687004e-20
198,199,64800,BCL3,A549,Epithelium,Lung,8.258172897577393e-17,3.0430038749707455e-20,7.47605894586349e-14,9.125645258836879e-20
199,200,50876,SPI1,None,None,None,2.210292894022924e-14,3.1111638429805377e-20,9.421870256355255e-12,9.333478383696836e-20
200,201,47326,FOXA1,DU145,Epithelium,Prostate,1.5430849059181345e-17,3.2368862073632657e-20,2.2929389124864887e-15,9.690194274656471e-20
201,202,2280,E2F1,MCF-7,Epithelium,Breast,1.819451820805043e-15,3.454545448046661e-20,8.959371484656046e-14,1.0363439576017507e-19
202,203,67802,BRD4,SUM1315MO2,None,None,1.1274518234280274e-19,5.1973587409013306e-20,2.4202105779798965e-17,1.0656656241883846e-19
203,204,35473,FOXA1,NCI-H3122,None,Lung,1.5604170629274095e-13,3.644430207214876e-20,5.040280551284882e-11,1.0933288060821765e-19
204,205,53874,MEF2B,HEK293A,None,None,7.529733014685516e-15,3.818438622747961e-20,9.195209630391122e-11,1.1455258173728696e-19
205,206,45745,MYC,HeLa-S3,Epithelium,Cervix,1.9991317503000065e-15,3.9862493703039145e-20,2.631803932044773e-13,1.1958507773402063e-19
206,207,64945,BHLHE40,IMR90,Fibroblast,Lung,2.3756904375264097e-16,4.822321463061859e-20,1.1029682071611324e-12,1.4464027760153917e-19
207,208,33489,FOXA1,MCF-7,Epithelium,Breast,9.045535508077157e-12,5.972904999351441e-20,7.966988453819061e-09,1.7918714879600664e-19
208,209,1741,FOS,None,Endothelial Cell,Umbilical Vein,3.5144598645327255e-17,6.524426583543951e-20,1.677031947710047e-14,1.953693435951767e-19
209,210,71215,FOXA1,LNCaP,Epithelium,Prostate,7.357969277482466e-15,6.516794296582456e-20,1.6716666443042257e-10,1.9550210015283877e-19
210,211,49481,RPE,None,Retinal pigment cell,None,3.8612027743966776e-15,6.807853813819095e-20,9.071623853035083e-12,2.042320540374714e-19
211,212,67738,FOXA1,LNCaP,Epithelium,Prostate,3.842332774894205e-12,7.085947558505633e-20,3.452772448264293e-10,2.1257842279122602e-19
212,213,46358,PBX3,SK-N-SH,Neuroblastoma cell,Brain,2.4298688397161447e-12,7.657754854334054e-20,3.4522441260672035e-08,2.297326383895367e-19
213,214,40221,BRD4,U87,None,Brain,3.505481300677116e-14,7.784874304567488e-20,1.3959712565978648e-09,2.3354571078954454e-19
214,215,67713,FOXA1,LNCaP,Epithelium,Prostate,2.358386986774286e-12,8.014268395895568e-20,8.343185074413926e-09,2.4042804370450436e-19
215,216,69817,NELFE,MCF-7,Human Breast Cancer Cell,Breast,2.1656660092263502e-19,1.4716534863840082e-19,1.4839246811428912e-18,2.482111490201136e-19
216,217,56252,E2F1,None,Epithelium,Mammary Gland,1.3408690411260487e-15,8.86360876968682e-20,2.4132926061407937e-14,2.6588999031063705e-19
217,218,38654,NFATC1,None,Endothelial Cell,Umbilical Vein,5.996202129270313e-16,8.938929951870061e-20,4.2779173657017486e-13,2.681278709542969e-19
218,219,70965,BRD4,Raji,B Lymphocyte,Blood,4.446616137568836e-19,2.349863973711942e-19,2.4303056130415137e-19,2.8250781029517087e-19
219,220,56632,JUN,MDA-MB-231,Epithelium,Breast,3.0755851799773636e-16,9.566422832728436e-20,1.2215500698416715e-13,2.869032209005715e-19
220,221,2283,E2F1,MCF-7,Epithelium,Breast,6.744024872843549e-16,1.1419651877701985e-19,3.908491312159495e-13,3.425314554345076e-19
221,222,74207,BRD4,SF8628,None,Pontine,1.9480100609988296e-17,1.319920119000366e-19,1.0085641617781089e-15,3.9325996579389957e-19
222,223,68227,NR3C1,BEAS-2B,Epithelium,Lung,7.856761452780584e-14,1.3970785432304548e-19,2.6171279219509626e-10,4.191228172414806e-19
223,224,46208,SIN3A,HCT-116,None,Colon,4.6588735930465375e-15,1.4765495770685104e-19,2.4253823203982343e-12,4.429508838054945e-19
224,225,55718,SUMO2,VCaP,Epithelium,Prostate,3.233423535978134e-14,1.64034322739874e-19,1.133666188701208e-11,4.921004635160256e-19
225,226,55468,NELFA,HeLa,Epithelium,Cervix,9.960464199101933e-15,1.7066296048611643e-19,1.148340509161963e-12,5.119800548453989e-19
226,227,64398,CEBPB,A549,Epithelium,Lung,2.6557276160226323e-17,1.725520569191411e-19,4.3378374686481014e-15,5.142941286133317e-19
227,228,73507,BRD4,SUM159PT,mammary carcinoma cell line,Breast,1.3698826623905064e-11,1.85041456038427e-19,1.838833642974655e-08,5.551243606111587e-19
228,229,64669,CEBPB,A549,Epithelium,Lung,6.528467289234048e-17,1.879157946105794e-19,2.283964050844597e-15,5.62083178531495e-19
229,230,37334,CREB1,A549,Epithelium,Lung,1.52263103678425e-16,1.970893732852351e-19,2.1336698135980737e-15,5.9044945936946e-19
230,231,74358,OTX2,D-341,None,None,3.731511277839799e-11,2.236740439319996e-19,7.104354810668561e-09,6.710221277526376e-19
231,232,45714,TCF7L2,HCT-116,None,Colon,2.420571303190978e-17,2.3346262687690347e-19,6.155559193232336e-15,6.936712105948306e-19
232,233,46351,JUND,SK-N-SH,Neuroblastoma cell,Brain,1.199746895248487e-12,2.329814064655416e-19,2.683772313393944e-09,6.989440836119944e-19
233,234,51272,FOXA1,VCaP,Epithelium,Prostate,4.2584388208106474e-13,2.535699647814093e-19,3.9983723369254134e-10,7.607094409127677e-19
234,235,51269,FOXA1,VCaP,Epithelium,Prostate,6.548652030574915e-13,2.6440504298711427e-19,2.3223990740447793e-10,7.93214807791524e-19
235,236,40217,BRD4,U87,None,Brain,1.822530031972726e-14,2.7855913608598876e-19,4.502948696334031e-10,8.356646558253971e-19
236,237,45991,E2F1,MCF-7,Epithelium,Breast,1.1040081680519697e-14,2.8017069030555345e-19,3.1193124361034252e-12,8.404906760937869e-19
237,238,64561,SNRNP70,K562,Erythroblast,Bone Marrow,8.001478598851522e-19,8.637735298163031e-19,8.83671241814212e-19,8.476677597139696e-19
238,239,63231,CEBPB,A549,Epithelium,Lung,2.5542938146677502e-17,3.0075592988552903e-19,7.380616598485693e-16,8.914086336476024e-19
239,240,76812,NEUROG2,None,Fibroblast,Fetal Lung,6.995512013643195e-14,3.048145060067359e-19,4.685883895767773e-12,9.144394761437093e-19
240,241,38742,NFATC1,None,Endothelial Cell,Umbilical Vein,2.511934735484215e-16,3.292339179081783e-19,1.0704689769332799e-13,9.864058583005188e-19
241,242,5461,CDX2,LS180,Epithelium,Colon,1.164650773413757e-12,3.3370145950448453e-19,2.8512030329864922e-11,1.0011040799596331e-18
242,243,45559,CEBPB,A549,Epithelium,Lung,1.5430549342203974e-15,3.3474576415912374e-19,4.1251483192453065e-11,1.0040238146959692e-18
243,244,52090,TP53,IMR90,Fibroblast,Lung,4.6456766504921156e-18,3.8000791672588253e-19,9.613418813266031e-18,1.0166736903858055e-18
244,245,39978,TFAP2C,A375,None,Skin,1.3354385169158445e-15,3.4713103332987514e-19,4.941496933478256e-12,1.0411277523757747e-18
245,246,71214,FOXA1,LNCaP,Epithelium,Prostate,1.0805805043964788e-12,3.6021543160928104e-19,1.2047863360784455e-08,1.080645934574995e-18
246,247,38119,MAX,HeLa,Epithelium,Cervix,5.397021066028471e-15,3.7653015692786565e-19,6.328335016399664e-13,1.1295109103620886e-18
247,248,45749,MAX,HeLa-S3,Epithelium,Cervix,5.397021066028471e-15,3.7653015692786565e-19,6.328335016399664e-13,1.1295109103620886e-18
248,249,47598,GATA4,AGS,Epithelium,Stomach,1.47492316932949e-13,4.102414200793004e-19,6.528141249574731e-10,1.2307208370793886e-18
249,250,52501,JUND,None,None,Coronary artery smooth muscle,8.549191989522774e-19,8.126716917968674e-19,4.2652054024627295e-13,1.2498892090979656e-18
250,251,2279,E2F1,MCF-7,Epithelium,Breast,1.2770788815223572e-14,4.602947549760677e-19,2.2235485231954442e-12,1.3808343715673665e-18
251,252,45771,STAT3,HeLa-S3,Epithelium,Cervix,1.2708904589183147e-12,4.672134968942433e-19,1.8238326091661178e-10,1.4016399718148442e-18
252,253,64298,NFE2L2,HeLa-S3,Epithelium,Cervix,1.6024465649752979e-15,4.878296836533314e-19,2.6448712264312124e-14,1.4630282341431752e-18
253,254,45754,E2F1,HeLa-S3,Epithelium,Cervix,1.149254088286239e-15,5.108917378678054e-19,1.8655435989972503e-14,1.5319529465225296e-18
254,255,71218,FOXA1,LNCaP,Epithelium,Prostate,1.0180200711619694e-11,5.107115446644175e-19,1.8477163533474717e-08,1.5321345570880732e-18
255,256,51271,FOXA1,VCaP,Epithelium,Prostate,7.955487848298834e-13,5.153327423781434e-19,5.876896443704094e-10,1.5459972243700558e-18
256,257,39359,SMAD3,LX2,Hepatic Stellate Cell,None,2.318048930273567e-15,5.472304127545267e-19,6.749611927496513e-13,1.6413080144640141e-18
257,258,55467,NELFA,HeLa,Epithelium,Cervix,1.5552837380710345e-17,5.755344966825857e-19,4.999327001411393e-16,1.663144007757117e-18
258,259,53347,CDK9,HeLa,Epithelium,Cervix,1.969734567356681e-14,5.56928208502277e-19,9.628932662487238e-13,1.6707365198773094e-18
259,260,67717,FOXA1,LNCaP,Epithelium,Prostate,1.4309564456706625e-11,6.155690724183848e-19,2.608426330353352e-08,1.8467071377698e-18
260,261,67716,FOXA1,LNCaP,Epithelium,Prostate,1.8419234804815264e-10,6.226698408370047e-19,2.7022779607185963e-07,1.8680095161918273e-18
261,262,37366,FOXA2,A549,Epithelium,Lung,4.0812632222068107e-13,6.403059849139731e-19,4.896812157050372e-11,1.9209149158699685e-18
262,263,8656,ERG,VCaP,Epithelium,Prostate,4.682211901632988e-14,6.585306818350532e-19,3.285981550132031e-11,1.9755642127523368e-18
263,264,64281,CEBPB,A549,Epithelium,Lung,3.2738247946484855e-16,7.59447619385809e-19,1.7089832702447757e-13,2.273059813193461e-18
264,265,68464,ATF3,HCT-116,Colon cancer cell,Colon,7.179690435204804e-16,7.604551338997164e-19,4.168617158624782e-14,2.2789100972858155e-18
265,266,73516,BRD4,SUM159PT,mammary carcinoma cell line,Breast,1.0015435492149238e-11,8.236448074784002e-19,1.2215546491665356e-07,2.4709342192151703e-18
266,267,53598,RELA,None,Adipocyte,None,2.5212067992428757e-14,8.292513231138816e-19,5.7262689703600164e-11,2.4876722402079392e-18
267,268,46316,CEBPB,MCF-7,Epithelium,Breast,6.981059254241737e-15,8.384493515002924e-19,2.4385033752651696e-12,2.5150466587346446e-18
268,269,64946,BHLHE40,IMR90,Fibroblast,Lung,2.874627200656442e-15,8.68803681538545e-19,6.4393497443296384e-12,2.6056347145584835e-18
269,270,6571,FOXA1,MCF-7,Epithelium,Breast,1.605853019615992e-12,9.337656449771866e-19,5.0149954939223994e-08,2.801295305985363e-18
270,271,43860,AR,VCaP,Epithelium,Prostate,5.741271907780535e-15,9.40748897009153e-19,5.529556453525717e-13,2.8217797801333747e-18
271,272,67317,SOX2,None,Neuronal Progenitor cell,None,4.3210156409488255e-15,9.444265488026123e-19,1.148515546933083e-13,2.832638654098977e-18
272,273,45778,MAX,HeLa-S3,Epithelium,Cervix,2.6880426803136096e-13,1.0425978564182425e-18,1.781793657712007e-10,3.127781419716768e-18
273,274,37349,CREB1,A549,Epithelium,Lung,4.888538211739251e-15,1.1388752421955378e-18,1.5508188967555806e-11,3.4158309630560213e-18
274,275,46038,MXI1,SK-N-SH,Neuroblastoma cell,Brain,4.0477166954321926e-13,1.1623338927212822e-18,1.1855673013447427e-12,3.486988247062568e-18
275,276,38589,E2F7,IMR90,Fibroblast,Lung,5.166918642674628e-16,1.2390744275034135e-18,8.555408531973467e-14,3.708276780146603e-18
276,277,67744,FOXA1,LNCaP,Epithelium,Prostate,4.4701281558824646e-10,1.252333681650678e-18,4.070146424127499e-08,3.7570010343109685e-18
277,278,34392,MECP2,IMR90,Fibroblast,Lung,1.1481435105224985e-12,1.2626489787269523e-18,1.5256023564409546e-11,3.787942456905336e-18
278,279,35474,NKX2-1,NCI-H3122,None,Lung,5.799770615469737e-13,1.2654040738359605e-18,8.343328517266372e-12,3.79620336361649e-18
279,280,73535,CEBPB,SUM159PT,None,Breast,1.8924818776105362e-14,1.2892919094617907e-18,1.090745935082108e-11,3.86761229142263e-18
280,281,69810,NELFE,MCF-7,Human Breast Cancer Cell,Breast,8.598613162118541e-18,1.6394273127743608e-18,3.893865477066979e-16,4.11615761332492e-18
281,282,53592,MED1,None,Adipocyte,None,2.0851183627619032e-14,1.4577415418756442e-18,1.3502034151427434e-11,4.372918707974819e-18
282,283,63919,FOSL2,A549,Epithelium,Lung,7.342927758821634e-15,1.5676253112741388e-18,3.404560550076237e-12,4.7018736779314755e-18
283,284,36231,DCP1A,HeLa,Epithelium,Cervix,3.4214453263698127e-17,1.6872686779580212e-18,1.6918735208925257e-15,4.8194004117228344e-18
284,285,33569,PR,AB32,Epithelium,Mammary Gland,1.0652121711231654e-11,1.6110955667626792e-18,5.785396682594992e-10,4.8332859558159695e-18
285,286,32874,FAIRE,MCF7-LTED,Epithelium,Mammary Gland,2.582566037146922e-13,1.7062501007962631e-18,3.401964450148219e-12,5.1187139198942015e-18
286,287,67720,CREB1,LNCaP,Epithelium,Prostate,2.55316914999893e-13,2.0367242511056435e-18,3.3055334838220864e-11,6.110123633981441e-18
287,288,71219,FOXA1,LNCaP,Epithelium,Prostate,7.295233167840453e-12,2.055149705462513e-18,4.8370540059432385e-09,6.1654473768891594e-18
288,289,73515,BRD4,SUM159PT,mammary carcinoma cell line,Breast,7.100390971021345e-12,2.086282965782432e-18,1.1277705205016916e-07,6.258847058208534e-18
289,290,63152,CEBPB,A549,Epithelium,Lung,1.570816607594244e-16,2.154120507832314e-18,4.410907323577973e-15,6.3718633741049325e-18
290,291,33918,FOXA1,LNCaP,Epithelium,Prostate,4.422334696300343e-12,2.130177892030919e-18,1.4396532317875424e-08,6.39053059696465e-18
291,292,2322,FOXA1,MCF-7,Epithelium,Breast,7.679181623329421e-12,2.1641156557213045e-18,1.7238634794187384e-08,6.492345136712113e-18
292,293,56634,JUN,MDA-MB-231,Epithelium,Breast,3.643015259959736e-15,2.2162990377876083e-18,1.8112278759717215e-12,6.644903083767106e-18
293,294,71136,BRD4,MCF-10A,Epithelium,None,2.6343796327869145e-17,2.508127595445647e-18,1.1394779058011069e-15,6.856630421778406e-18
294,295,47584,SMAD3,A549,Epithelium,Lung,1.6851278680385448e-16,2.3474439905516084e-18,1.8397474636781456e-14,6.944703556578571e-18
295,296,8655,ERG,VCaP,Epithelium,Prostate,5.79550282872987e-14,2.5776773116142657e-18,2.3296174917807058e-11,7.732687276950491e-18
296,297,63232,CEBPB,A549,Epithelium,Lung,2.9767306387775e-15,2.7119093779827567e-18,5.66878708297423e-13,8.128312011299391e-18
297,298,67712,FOXA1,LNCaP,Epithelium,Prostate,1.709991025230313e-10,2.7823412372527316e-18,2.19618347676538e-07,8.34702357583734e-18
298,299,63984,FOSL2,A549,Epithelium,Lung,4.0173325813694555e-16,2.8606553703502957e-18,4.0756686651892234e-14,8.520693661301055e-18
299,300,67614,FOXA1,CFPAC-1,None,Pancreatic ductal,1.3941066866730645e-12,3.0319100951355264e-18,1.1299120788327093e-08,9.095710501360728e-18
300,301,63414,CEBPB,A549,Epithelium,Lung,1.0612052222458411e-16,3.273358112743585e-18,6.281578420836322e-15,9.52143981488876e-18
301,302,43081,CDK9,HEK293T,Epithelium,Embryonic Kidney,6.726094571726169e-16,3.3184460867872846e-18,5.26511307049661e-13,9.906400727791164e-18
302,303,38758,JUND,LoVo,None,Colon,1.6778326868021678e-12,3.432647685655456e-18,2.818369249223302e-10,1.0297921863654082e-17
303,304,46343,NFIC,SK-N-SH,Neuroblastoma cell,Brain,1.028971336527814e-09,3.6595191398685464e-18,8.974210549345292e-07,1.0978557380515817e-17
304,305,73506,BRD4,SUM159PT,mammary carcinoma cell line,Breast,9.884760214934418e-13,3.8608623293623556e-18,3.7245634350099046e-09,1.1582541738877127e-17
305,306,50878,SPI1,None,None,None,1.146868745308112e-12,4.008363510005209e-18,4.625631936757816e-10,1.2025048397230974e-17
306,307,43893,HOXC9,BE2-C,Neuroblast,Brain,7.242991265675641e-13,4.1265513954578185e-18,1.6442974961202456e-11,1.2379580553128916e-17
307,308,46365,USF1,SK-N-SH_RA,Neuron,Brain,1.516519608012013e-13,4.218607697524423e-18,1.0205157929313341e-10,1.2655470627041762e-17
308,309,46340,FOXP2,SK-N-MC,None,Brain,3.0410161976932365e-14,4.2267102301910825e-18,1.5056095664363611e-12,1.2678333011734006e-17
309,310,3006,CEBPA,None,Adipocyte,Adipose,1.9561487441246326e-13,4.728588563774284e-18,1.25355469375918e-10,1.418542232995771e-17
310,311,52436,WDR5,HEK293,Epithelium,Embryonic Kidney,1.460244278670249e-15,4.783770610428862e-18,1.600196092827727e-12,1.4303522113880915e-17
311,312,49266,SCML2,293T-Rex,None,None,5.170904616301307e-15,5.393107470383842e-18,5.361306947971983e-17,1.4686652174452167e-17
312,313,53192,MYC,MCF-10A,Epithelium,Breast,1.9974651405424053e-13,4.9549820490437e-18,4.0678409700677614e-12,1.4864559327310614e-17
313,314,69797,PPARG,HT29,colorectal adenocarcinoma,None,1.7683525672147135e-14,4.95900577294777e-18,1.0028950135551694e-11,1.4872857097358216e-17
314,315,56535,TEAD1,None,None,None,7.31234410088433e-14,5.263726657366456e-18,6.57096923114615e-11,1.579004173487205e-17
315,316,48824,MBD2,MCF-7,Epithelium,Breast,1.3359736732550865e-14,5.339182828848019e-18,1.2313135104997342e-12,1.6011088921151208e-17
316,317,63606,CEBPB,A549,Epithelium,Lung,2.8073410231016016e-16,5.9764288626488414e-18,1.5156084344713267e-14,1.7548773137983417e-17
317,318,52574,CHRM2,None,Stromal Cell,Endometrium,1.3843819909811024e-15,6.168265658667408e-18,8.86280915811756e-14,1.8424212987048657e-17
318,319,56901,PBX3,SMMC-7721,None,Liver,5.61255701473907e-15,6.185354161473265e-18,1.5815740347993543e-13,1.853487695670471e-17
319,320,74359,OTX2,D-341,None,None,1.841535267637509e-10,6.187325523148844e-18,1.874989190270563e-08,1.856197593966245e-17
320,321,74430,ELF1,None,Colorectal cancer cell line,None,1.451117762117262e-14,6.21308023063588e-18,2.8501599624572734e-12,1.863122159565067e-17
321,322,43857,AR,VCaP,Epithelium,Prostate,2.651663310921109e-14,6.3486184838302724e-18,1.0014071937794468e-12,1.9041177186340175e-17
322,323,74344,OTX2,D283 Med,None,None,2.4375093293546073e-10,6.7155267332450495e-18,1.1943778569755304e-08,2.0146579633353676e-17
323,324,33571,PR,AB32,Epithelium,Mammary Gland,2.4599665837721108e-12,7.088839192800044e-18,3.5131118457119266e-09,2.1266456253221574e-17
324,325,71166,AR,LNCaP,Epithelium,Prostate,3.232879110394514e-12,7.104581108654103e-18,6.845213616506248e-09,2.1313696464786306e-17
325,326,67494,GATA3,MDA-MB-231,Epithelium,Mammary Gland,1.3071035242113437e-11,7.27738400313947e-18,3.696476792799625e-10,2.183213942441913e-17
326,327,67750,FOXA1,LNCaP,Epithelium,Prostate,5.116460377074645e-12,7.656517813315566e-18,1.1933155600917747e-08,2.2969519052590767e-17
327,328,5460,CDX2,LS180,Epithelium,Colon,2.2410766747754945e-15,8.28490274749742e-18,2.3644861851075126e-13,2.4761038479683414e-17
328,329,46085,TCF12,ECC-1,Epithelium,Endometrium,1.6894014826679946e-13,8.296676073413243e-18,3.1689861022154934e-10,2.4888805291112442e-17
329,330,73523,BRD4,SUM159PT,mammary carcinoma cell line,Breast,7.398723869084428e-12,8.385321008731318e-18,5.0518576280670886e-08,2.5155934511783985e-17
330,331,45830,JUN,HepG2,Epithelium,Liver,8.719174574805188e-14,9.455505368399899e-18,2.2623737377212977e-10,2.836344065616048e-17
331,332,46346,FOSL2,SK-N-SH,Neuroblastoma cell,Brain,1.2777083937337566e-11,1.0196178275082786e-17,2.0742712917615213e-08,3.058851040042707e-17
332,333,6566,FOXA1,MCF-7,Epithelium,Breast,1.224520546559231e-12,1.0564927358624987e-17,9.275834332201744e-10,3.1694508263562665e-17
333,334,48240,TEAD1,RD,None,Muscle,1.1936204754321389e-12,1.0940746844168684e-17,8.785357766022402e-10,3.282193928378792e-17
334,335,70561,MYC,U2OS,None,Bone,4.636454560555941e-15,1.0977062728036713e-17,4.847758312151089e-13,3.2853456476671336e-17
335,336,42179,MITF,COLO-829,Fibroblast,Skin,1.7123911089993798e-13,1.0965542789162953e-17,4.601477841788945e-12,3.2894443973450076e-17
336,337,74431,TFAP4,COLO-320,Colorectal cancer cell line,None,7.72272423834298e-12,1.1539501024480863e-17,6.6498566780826e-10,3.4618450745131e-17
